sample_ID,poly_ID,MIC_ecoli,sequence,seq_mon_mol_dist
11,1,>512,NiTmaNiTmaNiNiMoTmaTmaTmaMoMoTmaMoMoNiNiTmaTmaTmaTmaNiTmaNiTmaTmaNiNiTmaMoNiTmaTmaTmaNiNiTmaNiNiMoNiMoNiTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiNiNiTmaTmaNiMoTmaNiNiTmaTmaNiMoNiNi,[0.59086906 0.28302888 0.12610206]
12,1,>512,TmaNiTmaTmaTmaNiNiNiNiMoTmaNiNiMoMoNiMoNiTmaNiMoTmaMoTmaTmaMoNiTmaTmaNiTmaTmaNiTmaNiTmaTmaTmaTmaNiNiNiNiTmaTmaTmaNiNiMoNiNiNiTmaTmaTmaTmaNiTmaMoTmaNiNiNiTmaMoTmaNiNiNiTma,[0.56335508 0.3083995  0.12824543]
13,1,>512,TmaTmaNiTmaTmaTmaNiTmaNiMoTmaMoTmaMoNiTmaNiNiNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaNiNiNiTmaNiNiNiTmaMoMoTmaNiNiTmaMoNiNiTmaTmaMoNiNiMoTmaNiTmaNiMoNiTmaTmaMoTmaNiNiNiNi,[0.57722799 0.29560729 0.12716471]
14,1,>512,NiNiNiNiTmaTmaNiMoNiTmaTmaNiTmaTmaNiNiNiTmaMoTmaTmaNiTmaNiNiNiNiNiNiNiTmaNiTmaMoNiTmaTmaNiNiTmaMoMoNiNiNiTmaTmaNiTmaNiTmaNiNiTmaNiNiNiTmaMoTmaTmaTmaTmaMoTmaTmaTmaTmaTmaNi,[0.56768863 0.34184901 0.09046236]
15,1,>512,TmaNiNiNiTmaNiNiTmaNiNiNiNiMoNiNiMoTmaMoNiNiNiTmaTmaMoTmaTmaMoTmaNiNiTmaNiNiMoTmaNiNiNiTmaTmaTmaTmaNiNiTmaNiNiNiTmaMoTmaNiNiTmaTmaTmaTmaMoNiNiTmaTmaTmaNiTmaNiNiTmaMoNi,[0.5216466  0.35960273 0.11875067]
16,1,>512,TmaTmaNiTmaTmaTmaMoNiTmaNiTmaNiNiTmaNiNiMoNiNiTmaTmaNiTmaNiNiTmaTmaNiNiTmaNiNiTmaNiNiMoTmaTmaTmaNiNiNiNiMoTmaTmaMoTmaTmaTmaTmaNiMoNiMoNiTmaTmaTmaTmaMoMoTmaTmaNiTmaNiTmaNiNi,[0.59235114 0.29387233 0.11377653]
17,1,>512,NiNiTmaNiTmaTmaTmaTmaTmaNiMoMoNiNiTmaTmaNiTmaTmaNiNiTmaNiNiTmaNiNiNiNiTmaNiTmaMoNiNiNiTmaTmaMoNiTmaNiTmaTmaTmaMoTmaTmaTmaTmaTmaNiTmaNiMoNiNiNiNiTmaNiTmaTmaTmaMoNiTmaTmaNiNi,[0.59533772 0.31572325 0.08893903]
18,1,>512,NiMoTmaNiNiTmaMoMoNiNiNiTmaNiNiTmaNiMoNiMoNiMoNiTmaTmaNiMoTmaNiMoNiNiNiNiNiNiNiTmaNiTmaTmaTmaTmaTmaMoTmaNiNiNiNiNiMoTmaTmaTmaNiNiNiNiTmaTmaTmaNiNiTmaTmaMoTmaNiMoMo,[0.45552737 0.36863537 0.17583726]
19,1,>512,TmaTmaNiTmaTmaNiTmaNiTmaNiTmaNiMoTmaTmaNiTmaTmaTmaNiTmaNiNiNiTmaNiTmaNiTmaTmaNiTmaTmaNiMoNiNiTmaTmaTmaTmaNiTmaTmaTmaNiTmaNiNiNiNiTmaTmaNiNiMoNiTmaNiTmaTmaNiTmaNiTmaTmaTmaTmaMoTma,[0.67784649 0.27342438 0.04872913]
20,1,>512,TmaNiTmaTmaNiNiTmaNiTmaTmaNiTmaNiTmaNiTmaTmaNiTmaMoNiTmaTmaMoTmaMoTmaNiNiTmaTmaTmaTmaNiTmaNiTmaTmaTmaNiNiMoNiNiNiNiMoTmaTmaTmaTmaTmaTmaNiNiMoNiNiNiNiMoNiTmaNiNiNiTmaNiNiNi,[0.58163056 0.32867521 0.08969423]
21,1,>512,NiTmaTmaNiTmaNiTmaNiTmaTmaNiNiTmaTmaNiTmaTmaNiNiTmaTmaTmaNiTmaNiNiMoTmaTmaNiNiNiTmaNiTmaNiTmaMoTmaNiNiTmaTmaNiTmaNiMoNiTmaTmaTmaNiNiNiMoNiTmaNiTmaNiTmaTmaNiTmaTmaTmaTmaNiMoTma,[0.6382471  0.29948392 0.06226898]
22,1,>512,TmaMoNiNiNiTmaMoTmaNiNiTmaNiTmaTmaNiTmaTmaTmaTmaNiTmaNiTmaTmaNiNiNiTmaTmaNiNiMoTmaTmaNiMoTmaTmaNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaNiNiNiNiTmaMoTmaNiNiNiNiTmaTmaMoNiTmaTmaTmaTmaTmaTma,[0.66215291 0.2645159  0.07333119]
23,1,>512,TmaMoMoTmaTmaTmaMoTmaTmaMoTmaNiNiTmaTmaNiNiNiTmaTmaTmaNiNiMoNiTmaTmaNiNiTmaNiTmaTmaNiNiTmaTmaMoNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaNiMoNiTmaNiTmaNiMoNiMoNiNiTmaTmaNiTmaNiNiTma,[0.63200041 0.25701242 0.11098716]
24,1,>512,NiTmaTmaNiTmaNiNiNiNiTmaNiNiNiMoTmaNiTmaTmaNiNiNiTmaTmaNiTmaMoTmaTmaMoTmaMoMoTmaTmaTmaNiTmaNiTmaMoNiNiMoTmaTmaNiNiMoNiNiTmaTmaTmaMoTmaTmaTmaTmaMoNiTmaNiTmaNiMoTmaNiTmaTmaNi,[0.58939437 0.27223955 0.13836607]
25,1,>512,NiTmaNiNiNiNiTmaTmaNiTmaNiNiTmaTmaTmaMoTmaMoMoTmaNiTmaNiTmaTmaNiMoTmaTmaNiNiNiTmaTmaNiTmaTmaNiTmaNiTmaNiNiTmaTmaTmaNiNiTmaNiTmaTmaTmaMoTmaTmaNiTmaTmaTmaNiNiNiNiNiTmaNiNiNiTma,[0.6251709  0.31204195 0.06278715]
26,1,>512,MoTmaTmaMoNiMoNiTmaNiTmaMoTmaTmaTmaTmaNiTmaMoTmaTmaTmaNiTmaNiNiTmaNiTmaTmaNiNiNiTmaNiTmaNiNiTmaTmaNiMoNiTmaMoNiTmaTmaNiTmaNiNiNiNiMoTmaNiNiMoNiNiTmaNiTmaNiNiMoNiTmaNiNi,[0.53488961 0.33464748 0.13046291]
27,1,>512,TmaNiTmaMoNiMoNiMoNiNiTmaNiNiNiNiNiTmaMoTmaNiTmaTmaNiNiMoTmaNiNiTmaTmaTmaTmaTmaMoNiTmaNiNiNiTmaNiNiNiTmaNiTmaNiNiNiNiMoNiTmaNiTmaTmaNiNiNiMoTmaTmaNiNiNiTmaTmaTmaTmaTma,[0.52301584 0.37115095 0.10583322]
28,1,>512,NiTmaNiTmaTmaTmaNiNiNiNiTmaTmaNiMoNiTmaNiMoTmaTmaMoTmaTmaNiTmaTmaTmaNiNiNiNiNiTmaTmaMoNiNiMoMoTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaTma,[0.67458537 0.25267258 0.07274204]
29,1,>512,NiNiTmaTmaTmaNiTmaMoTmaMoNiTmaTmaNiMoNiTmaNiMoTmaNiNiNiNiMoNiNiMoMoTmaNiTmaTmaTmaMoNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaNiNiNiTmaTmaNiTmaTmaTmaMoTmaNiTmaNiTmaTmaNiNiNiTmaTma,[0.61900178 0.26909659 0.11190163]
30,1,>512,TmaTmaTmaNiTmaTmaMoNiTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaMoTmaTmaNiTmaTmaTmaMoNiNiNiMoTmaTmaTmaMoNiNiTmaMoTmaNiTmaTmaTmaNiNiTmaTmaNiTmaNiNiTmaTmaTmaTmaNiTmaNiMoTmaNiNiNiNiNiNiTmaTmaNi,[0.67296655 0.24237138 0.08466206]
31,1,>512,TmaNiNiNiNiNiTmaTmaNiTmaNiMoTmaTmaNiNiNiNiTmaTmaNiMoNiTmaNiNiNiTmaMoTmaNiNiNiMoTmaMoTmaTmaMoNiMoMoTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiNiNiNiNiNiMoNiNiTmaNiNiTmaTmaTmaTmaNi,[0.5362778  0.34600086 0.11772135]
32,1,>512,MoNiTmaTmaTmaMoTmaTmaMoNiNiMoNiTmaNiTmaNiNiNiNiNiNiNiTmaMoNiTmaTmaNiTmaTmaNiNiTmaNiTmaTmaNiNiMoMoTmaNiNiNiTmaTmaTmaNiNiTmaTmaNiTmaNiMoNiTmaNiNiTmaTmaTmaMoTmaTmaTmaNiMoTma,[0.56335508 0.3083995  0.12824543]
33,1,>512,TmaNiNiNiNiTmaNiNiTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaMoNiMoTmaTmaNiNiMoMoTmaMoNiNiTmaTmaNiTmaTmaTmaTmaNiTmaNiNiMoNiTmaTmaNiTmaNiTmaTmaTmaTmaTmaMoTmaNiTmaNiMoNiNi,[0.65895699 0.24374    0.09730301]
34,1,>512,TmaMoMoTmaMoNiTmaTmaNiNiNiMoTmaNiTmaNiMoNiTmaNiTmaNiNiTmaTmaNiTmaTmaNiNiTmaTmaTmaNiTmaNiNiTmaNiNiTmaMoMoMoMoTmaNiTmaTmaTmaNiNiTmaNiNiMoTmaNiMoMoMoNiNiTmaNiTmaMoTmaMoNi,[0.51357939 0.2915636  0.194857  ]
35,1,>512,NiMoNiNiNiMoNiNiNiTmaTmaNiTmaTmaTmaTmaNiTmaTmaNiNiTmaTmaNiTmaNiMoNiNiTmaNiTmaTmaTmaTmaNiTmaNiNiTmaTmaNiNiTmaNiTmaNiNiNiNiTmaTmaMoTmaTmaTmaTmaTmaNiMoTmaTmaNiTmaNiTmaNiTmaNiNi,[0.61187525 0.32481074 0.06331402]
36,1,>512,NiTmaNiNiNiTmaTmaNiTmaTmaMoMoTmaMoTmaNiTmaNiNiNiTmaMoTmaMoTmaNiTmaNiNiTmaTmaMoTmaNiTmaTmaTmaNiNiNiTmaNiNiTmaTmaTmaNiTmaNiNiMoMoTmaTmaNiNiNiTmaTmaTmaNiTmaNiMoTmaTmaNiNiNiNi,[0.57868809 0.30657417 0.11473774]
37,1,>512,NiMoNiNiMoMoTmaTmaNiTmaMoNiTmaTmaMoNiNiNiMoTmaNiMoMoNiMoTmaNiNiNiNiTmaTmaNiMoNiTmaNiTmaNiTmaTmaTmaMoNiMoTmaTmaNiNiTmaNiNiNiTmaTmaNiNiTmaNiNiMoTmaNiNiNiMoNiTmaNiMo,[0.43729428 0.35908437 0.20362135]
38,1,>512,NiTmaTmaNiMoNiTmaNiTmaTmaTmaMoMoMoNiNiNiNiTmaTmaNiTmaNiNiTmaNiNiMoNiTmaNiTmaTmaNiMoTmaTmaMoNiMoNiMoTmaNiMoNiTmaTmaNiMoTmaTmaNiNiTmaTmaTmaNiTmaNiTmaNiTmaTmaNiTmaNiNiNiNi,[0.53350859 0.32335273 0.14313868]
39,1,>512,NiTmaTmaMoTmaNiMoNiNiNiTmaTmaTmaTmaNiNiTmaNiTmaTmaNiNiTmaTmaNiNiTmaTmaMoTmaNiTmaNiNiTmaNiTmaTmaTmaTmaTmaTmaNiNiMoNiNiNiTmaTmaTmaNiTmaTmaNiNiNiNiTmaNiNiNiNiTmaTmaNiNiNiTmaTma,[0.61341644 0.33580477 0.05077879]
40,1,>512,TmaNiNiTmaTmaTmaNiTmaTmaNiMoTmaMoNiNiTmaNiNiNiTmaTmaTmaNiNiTmaMoNiTmaTmaNiMoMoNiTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaNiTmaTmaMoTmaTmaMoTmaNiNiNiTmaNiTmaNiMoNiTmaTmaNiTmaNiMo,[0.63200041 0.25701242 0.11098716]
41,1,>512,TmaTmaTmaTmaNiNiNiTmaTmaNiTmaNiNiNiTmaNiMoNiTmaTmaMoMoNiTmaNiTmaMoNiTmaNiNiTmaTmaNiNiNiTmaTmaNiTmaTmaMoTmaTmaTmaNiTmaNiNiNiTmaTmaMoNiNiNiNiNiNiNiMoTmaTmaNiNiNiTmaNiNiTma,[0.55350584 0.3552504  0.09124376]
42,1,>512,TmaNiNiTmaMoNiNiTmaNiNiTmaMoTmaNiTmaTmaTmaMoNiTmaNiNiMoMoTmaTmaMoTmaMoTmaTmaNiTmaMoTmaNiNiNiNiNiTmaNiTmaTmaTmaNiTmaTmaNiTmaNiTmaMoNiNiTmaNiNiNiNiTmaNiNiTmaMoNiTmaTmaTmaNi,[0.56335508 0.3083995  0.12824543]
43,1,>512,NiTmaNiNiNiTmaTmaTmaTmaNiNiNiTmaTmaNiTmaNiNiMoTmaNiNiMoNiNiTmaNiMoNiNiTmaTmaNiNiMoTmaTmaTmaNiNiNiMoNiTmaNiTmaTmaNiTmaNiNiMoNiNiTmaNiNiTmaTmaNiTmaNiTmaTmaNiTmaTmaNiNiTma,[0.54048592 0.38041734 0.07909673]
44,1,>512,TmaNiTmaNiNiMoTmaTmaNiTmaMoNiMoNiTmaTmaNiNiNiTmaMoTmaTmaNiTmaMoNiMoMoMoTmaNiNiNiNiTmaTmaTmaTmaNiNiNiNiNiTmaTmaTmaTmaMoNiNiTmaTmaTmaNiNiTmaTmaNiTmaTmaMoTmaNiNiMoNiTmaNiMo,[0.5464396  0.2991394  0.15442099]
45,1,>512,TmaTmaNiMoTmaTmaTmaTmaTmaNiTmaMoNiTmaMoMoNiNiMoTmaTmaNiTmaNiTmaMoNiMoNiTmaNiNiTmaMoTmaMoNiMoNiTmaTmaTmaTmaTmaNiTmaMoMoNiNiNiNiNiTmaNiMoNiNiTmaNiTmaNiTmaTmaTmaNiNiMoNiNi,[0.529408   0.28981573 0.18077627]
46,1,>512,NiTmaTmaTmaTmaNiNiNiNiNiNiMoTmaNiNiTmaTmaNiNiTmaTmaNiMoMoNiTmaNiNiTmaTmaNiTmaNiNiTmaNiTmaNiTmaTmaMoTmaTmaNiTmaNiTmaNiNiNiTmaNiNiMoTmaTmaNiNiNiNiNiTmaTmaTmaTmaTmaTmaNiTmaTma,[0.59835457 0.33779563 0.0638498 ]
47,1,>512,NiTmaTmaTmaTmaTmaMoTmaTmaTmaNiNiMoTmaNiTmaNiTmaMoNiTmaMoNiTmaNiMoTmaTmaNiNiTmaTmaNiNiNiNiNiNiNiTmaMoTmaTmaTmaNiNiMoTmaTmaTmaTmaTmaTmaNiNiTmaTmaNiTmaNiNiTmaNiTmaNiTmaNiNiMoTma,[0.62053262 0.27975328 0.09971411]
48,1,>512,TmaMoTmaTmaNiTmaNiNiTmaTmaNiNiNiTmaTmaMoMoTmaTmaMoTmaNiNiNiTmaTmaNiNiTmaNiMoTmaNiTmaMoMoNiTmaTmaTmaNiNiTmaNiNiTmaTmaMoNiNiTmaNiNiTmaNiNiMoTmaTmaNiTmaTmaNiNiTmaTmaNiMoMoTma,[0.57577525 0.28469562 0.13952914]
49,1,>512,NiTmaNiTmaTmaNiNiNiTmaTmaTmaMoMoTmaMoNiNiMoTmaNiTmaNiTmaNiTmaNiNiTmaMoNiMoTmaNiTmaNiTmaNiNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiNiNiTmaMoNiNiTmaNiNiNiTmaTmaNiTmaTmaTmaNiNiNiTmaNiNi,[0.58163056 0.32867521 0.08969423]
50,1,>512,TmaTmaTmaNiTmaNiTmaNiNiNiMoTmaTmaTmaNiTmaTmaNiNiMoTmaNiNiTmaNiTmaTmaMoTmaMoTmaNiNiTmaTmaMoTmaTmaTmaNiNiTmaNiTmaNiNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaMoNiTmaTmaMoTmaNiNiTmaTmaTma,[0.68518459 0.2308265  0.08398891]
51,1,>512,NiTmaMoTmaTmaNiTmaTmaNiNiNiNiTmaMoNiTmaNiNiTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaNiNiTmaTmaMoMoTmaTmaTmaNiTmaNiNiMoNiTmaTmaNiNiNiNiNiNiNiNiNiNiNiMoTmaNiTmaTmaNiNiTmaNiTmaTmaNi,[0.569148  0.3531135 0.0777385]
52,1,>512,TmaTmaMoMoNiTmaTmaMoNiNiNiNiMoTmaNiNiTmaNiNiNiTmaTmaNiNiMoTmaTmaNiTmaNiMoTmaTmaTmaTmaNiMoNiTmaTmaTmaMoTmaTmaNiTmaTmaTmaNiTmaNiTmaTmaNiNiMoNiNiNiTmaNiTmaNiNiNiMoNiMoNiNi,[0.53350859 0.32335273 0.14313868]
53,1,>512,TmaTmaTmaNiTmaNiNiTmaTmaNiMoNiMoTmaNiTmaNiTmaTmaTmaTmaNiNiNiMoTmaNiTmaTmaTmaTmaMoMoNiTmaNiNiTmaTmaNiTmaTmaTmaNiNiMoNiTmaTmaNiNiNiMoMoNiNiNiNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTma,[0.63355059 0.26755217 0.09889724]
54,1,>512,NiTmaTmaNiTmaTmaTmaNiTmaMoTmaMoMoTmaMoTmaTmaNiTmaNiTmaTmaMoMoTmaTmaTmaNiTmaTmaTmaNiNiMoTmaMoNiNiNiNiNiMoTmaMoNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiTmaTmaTmaNiNiTmaTmaNiNiMoTma,[0.65422055 0.21294948 0.13282997]
55,1,>512,TmaNiMoNiMoNiNiNiTmaTmaNiTmaMoNiTmaNiTmaNiTmaNiTmaTmaTmaMoTmaNiTmaNiTmaNiNiTmaMoTmaMoTmaNiNiNiNiNiTmaNiNiMoNiNiTmaMoNiTmaMoTmaMoNiTmaTmaNiTmaTmaMoTmaMoTmaNiMoNiMoTmaNi,[0.51490656 0.30275694 0.1823365 ]
56,1,>512,TmaTmaTmaTmaNiTmaTmaNiNiTmaTmaMoMoNiTmaTmaMoTmaNiMoNiNiMoNiNiTmaTmaTmaTmaNiNiNiTmaNiMoTmaNiTmaNiNiMoNiTmaNiTmaTmaNiTmaTmaNiNiNiTmaTmaMoNiMoNiMoNiNiTmaNiNiNiNiNiTmaNiTma,[0.53488961 0.33464748 0.13046291]
57,1,>512,NiTmaNiNiNiTmaNiTmaTmaNiTmaTmaNiTmaNiNiNiTmaNiNiMoNiNiTmaNiNiTmaNiNiNiMoTmaTmaTmaNiTmaMoTmaNiMoTmaMoTmaNiTmaTmaMoNiNiTmaTmaNiTmaTmaTmaTmaNiNiMoNiTmaMoMoTmaTmaNiTmaTmaTmaTma,[0.59235114 0.29387233 0.11377653]
58,1,>512,TmaTmaNiTmaNiTmaNiTmaNiNiNiNiNiNiTmaTmaNiTmaTmaNiTmaTmaTmaMoMoNiTmaTmaTmaTmaNiTmaMoNiMoTmaTmaNiTmaNiTmaMoNiNiMoMoTmaNiTmaTmaMoMoNiTmaNiMoTmaNiTmaNiMoNiTmaMoTmaTmaNiNiNiTma,[0.57432979 0.27383873 0.15183148]
59,1,>512,TmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaNiTmaMoMoNiNiTmaTmaMoNiNiTmaMoTmaMoNiTmaTmaTmaNiTmaTmaMoNiTmaNiNiNiTmaTmaNiTmaNiMoNiNiNiNiTmaNiTmaNiNiTmaTmaNiTmaNiTmaNiNiNiNiNiNiNiNiTmaTma,[0.58163056 0.32867521 0.08969423]
60,1,>512,TmaTmaTmaTmaTmaTmaNiMoTmaMoNiTmaTmaTmaTmaTmaTmaNiNiTmaTmaMoTmaMoTmaNiTmaTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaNiNiTmaTmaTmaNiNiNiNiMoTmaTmaTmaNiNiTmaNiNiNiNiNiNiNiTmaTmaNiTmaTmaTmaNiMo,[0.68681966 0.24101805 0.07216229]
61,1,>512,NiTmaMoTmaNiNiMoMoTmaTmaNiTmaNiNiNiNiTmaTmaTmaTmaTmaNiTmaMoNiMoNiNiTmaNiTmaNiNiTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaNiNiNiTmaMoTmaNiTmaTmaTmaMoNiMoTmaTmaNiMo,[0.63200041 0.25701242 0.11098716]
62,1,>512,TmaNiTmaNiMoTmaNiTmaTmaNiNiTmaNiTmaNiTmaTmaTmaTmaNiNiNiNiTmaNiTmaMoNiNiTmaTmaNiNiTmaNiNiTmaNiTmaTmaTmaTmaTmaMoNiMoTmaTmaNiMoTmaTmaNiNiNiNiNiTmaTmaNiNiTmaMoNiTmaTmaMoMoNiMo,[0.57868809 0.30657417 0.11473774]
63,1,>512,NiMoTmaTmaNiNiTmaTmaNiNiTmaNiNiTmaNiTmaNiNiTmaMoMoTmaTmaTmaTmaMoNiNiNiTmaTmaNiNiNiMoMoTmaTmaTmaNiNiNiTmaNiNiTmaTmaNiNiTmaMoTmaTmaTmaMoNiTmaMoTmaNiMoTmaTmaNiMoNiNiNiNiTma,[0.54783838 0.31024669 0.14191492]
64,1,>512,NiNiNiNiTmaTmaMoNiTmaNiNiTmaNiMoTmaNiTmaNiTmaMoTmaMoTmaTmaNiTmaNiTmaTmaTmaNiTmaNiTmaNiTmaTmaNiTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaNiTmaTmaNiNiTmaTmaNiMoNiNiNiMoTmaTmaNiTmaTmaNiTmaTma,[0.67296655 0.24237138 0.08466206]
65,1,>512,TmaTmaTmaTmaNiNiTmaTmaMoNiMoNiMoNiNiNiNiTmaNiMoNiMoNiTmaTmaTmaTmaTmaNiNiTmaNiTmaMoNiNiMoMoTmaMoNiTmaTmaTmaTmaNiTmaTmaTmaMoMoNiMoTmaNiTmaTmaTmaTmaMoNiNiNiTmaTmaMoTmaNiNiMo,[0.55627767 0.25377091 0.18995143]
66,1,>512,TmaTmaNiMoMoTmaTmaNiTmaNiMoTmaTmaTmaTmaMoNiTmaNiMoMoTmaNiMoMoNiNiTmaMoMoTmaTmaTmaTmaTmaNiMoMoTmaNiTmaMoNiTmaNiMoMoTmaNiMoTmaTmaTmaNiNiNiTmaTmaNiNiTmaNiNiTmaTmaNiNiNiTmaNi,[0.55488347 0.24300949 0.20210704]
67,1,>512,NiTmaNiNiTmaNiTmaTmaTmaMoTmaTmaNiNiNiTmaTmaMoTmaTmaNiTmaNiNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiMoTmaNiTmaNiTmaNiTmaTmaTmaNiTmaNiTmaNiNiTmaMoNiNiNiNiMoMoTmaNiTmaMoNiNiNiNiNiTma,[0.60881599 0.30298757 0.08819644]
68,1,>512,NiNiNiTmaTmaNiNiMoNiNiNiNiTmaNiMoTmaNiTmaNiTmaTmaNiNiNiNiNiNiNiTmaNiNiTmaMoNiTmaNiTmaTmaTmaTmaNiTmaNiNiTmaNiTmaNiNiNiTmaNiTmaTmaTmaMoTmaNiMoNiNiTmaTmaNiTmaTmaTmaTmaTmaTma,[0.57061489 0.36443606 0.06494905]
69,1,>512,NiMoNiNiTmaNiNiMoNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaMoMoNiTmaNiNiTmaNiNiNiNiNiMoTmaNiMoTmaNiTmaNiTmaTmaNiTmaNiTmaNiTmaNiMoNiTmaNiNiNiMoTmaTmaNiTmaTmaTmaMoNiMoNi,[0.54924434 0.321411   0.12934466]
