ID,y_pred,y_true,mask
pepID4478,0,0,1
polyID12_S71,2,2,1
pepID7647,2,2,1
pepID1422,1,2,1
pepID9180,2,2,1
pepID3627,1,1,1
pepID497,1,0,1
pepID10879,2,2,1
polyID26_S81,2,2,1
pepID1071,1,0,1
polyID12_S15,2,2,1
pepID10725,2,2,1
polyID5_S94,2,2,1
pepID411,2,1,1
pepID10848,2,2,1
polyID2_S88,2,2,1
polyID26_S36,2,2,1
polyID27_S26,1,1,1
pepID10005,2,2,1
polyID35_S11,2,2,1
pepID7175,2,2,1
pepID4014,2,0,1
polyID27_S1,1,1,1
pepID1973,1,1,1
pepID1949,1,1,1
pepID8378,2,2,1
pepID6011,2,2,1
pepID6425,2,2,1
pepID4985,0,0,1
pepID5822,2,2,1
pepID493,1,1,1
pepID2962,0,0,1
pepID8580,2,2,1
pepID2243,1,0,1
pepID953,1,0,1
pepID4206,0,1,1
pepID4578,2,0,1
polyID6_S85,2,2,1
pepID4220,0,0,1
polyID6_S15,2,2,1
polyID27_S94,1,1,1
pepID10512,2,2,1
pepID1488,1,1,1
pepID735,1,1,1
pepID3549,1,2,1
pepID2365,2,1,1
pepID3156,2,1,1
polyID6_S84,2,2,1
polyID5_S48,2,2,1
pepID8218,2,2,1
pepID10564,2,2,1
pepID2871,2,1,1
polyID14_S39,2,2,1
pepID8443,2,2,1
pepID4367,0,0,1
pepID4337,0,0,1
pepID2261,1,1,1
pepID7930,2,2,1
pepID1738,1,1,1
pepID2591,1,0,1
pepID4767,2,1,1
pepID2567,1,1,1
pepID5799,2,2,1
pepID974,1,1,1
pepID2339,2,0,1
pepID8602,2,2,1
pepID7283,2,2,1
pepID3098,0,0,1
polyID26_S4,2,2,1
polyID35_S88,2,2,1
pepID2308,1,0,1
pepID3181,1,0,1
pepID2718,1,0,1
pepID717,2,1,1
pepID8969,2,2,1
pepID5686,2,2,1
pepID2752,1,1,1
polyID14_S22,2,2,1
pepID5340,2,2,1
pepID1789,1,0,1
polyID35_S100,2,2,1
pepID7257,2,2,1
pepID9000,2,2,1
pepID5803,2,2,1
pepID9840,2,2,1
pepID8584,2,2,1
polyID2_S62,2,2,1
pepID10639,2,2,1
polyID2_S81,2,2,1
pepID3722,1,0,1
pepID2753,1,1,1
polyID26_S5,2,2,1
pepID1202,2,1,1
pepID3465,0,0,1
pepID2485,1,1,1
pepID9067,2,2,1
pepID5197,2,2,1
pepID8927,2,2,1
pepID8987,2,2,1
pepID4729,2,0,1
pepID9486,2,2,1
pepID10282,2,2,1
pepID7638,2,2,1
pepID871,1,2,1
polyID2_S18,2,2,1
polyID5_S21,2,2,1
pepID8362,2,2,1
pepID1069,1,0,1
pepID484,1,1,1
pepID1760,1,1,1
polyID26_S25,2,2,1
pepID9922,2,2,1
polyID14_S4,2,2,1
pepID8110,2,2,1
pepID10769,2,2,1
polyID26_S37,2,2,1
pepID6464,2,2,1
pepID2082,1,0,1
polyID5_S46,2,2,1
pepID7422,2,2,1
pepID3569,1,1,1
pepID9245,2,2,1
pepID4123,0,0,1
pepID6423,2,2,1
pepID2985,2,1,1
pepID5569,2,2,1
pepID5272,2,2,1
pepID7728,2,2,1
polyID5_S40,2,2,1
pepID4196,0,0,1
pepID9932,2,2,1
pepID7886,2,2,1
pepID5500,2,2,1
pepID9249,2,2,1
pepID1704,1,0,1
pepID3609,1,0,1
pepID8623,2,2,1
pepID10177,2,2,1
pepID3066,0,0,1
pepID770,1,1,1
pepID10306,2,2,1
pepID952,1,1,1
pepID1246,2,2,1
pepID10026,2,2,1
pepID10008,2,2,1
pepID7143,2,2,1
polyID12_S45,2,2,1
pepID8594,2,2,1
pepID6536,2,2,1
pepID10370,2,2,1
polyID12_S95,2,2,1
polyID13_S2,2,2,1
pepID9451,2,2,1
pepID7675,2,2,1
pepID2895,1,1,1
pepID1180,2,0,1
polyID14_S14,2,2,1
pepID8467,2,2,1
pepID6307,2,2,1
polyID12_S38,2,2,1
pepID9143,2,2,1
pepID6452,2,2,1
pepID10045,2,2,1
pepID8770,2,2,1
pepID8993,2,2,1
pepID1440,2,1,1
pepID4011,2,1,1
pepID3026,1,1,1
pepID4136,0,1,1
pepID10003,1,2,1
pepID5413,2,2,1
pepID3431,0,1,1
pepID1516,2,0,1
pepID4804,1,0,1
pepID9230,2,2,1
pepID4431,0,0,1
pepID7042,2,2,1
pepID3988,2,0,1
pepID10633,2,2,1
pepID8834,0,2,1
pepID1851,2,1,1
polyID5_S60,2,2,1
pepID7652,2,2,1
pepID2935,0,0,1
pepID6449,2,2,1
pepID4394,2,1,1
pepID599,1,1,1
pepID1825,1,0,1
pepID9175,2,2,1
polyID6_S36,2,2,1
pepID6416,2,2,1
pepID5515,2,2,1
pepID6523,2,2,1
pepID3011,2,0,1
pepID9006,2,2,1
pepID8737,2,2,1
pepID6395,2,2,1
pepID3046,1,0,1
pepID10759,2,2,1
pepID9780,2,2,1
pepID9824,2,2,1
pepID5085,2,1,1
pepID9189,2,2,1
pepID1982,1,0,1
pepID7671,2,2,1
pepID10514,1,2,1
pepID7023,2,2,1
pepID544,1,1,1
polyID2_S50,2,2,1
pepID534,1,0,1
polyID27_S64,1,1,1
polyID27_S45,1,1,1
pepID5249,2,2,1
pepID10871,2,2,1
pepID2454,2,1,1
pepID4044,0,0,1
pepID5298,2,2,1
polyID5_S59,2,2,1
polyID27_S65,1,1,1
polyID13_S33,2,2,1
pepID5920,2,2,1
pepID7056,2,2,1
pepID8043,2,2,1
pepID201,1,1,1
pepID1787,1,0,1
pepID1412,1,0,1
pepID5737,2,2,1
polyID35_S76,2,2,1
pepID6287,2,2,1
pepID8572,2,2,1
polyID27_S48,1,1,1
pepID264,2,1,1
pepID2424,1,1,1
pepID3140,1,1,1
pepID5162,2,2,1
pepID2387,1,0,1
pepID8876,2,2,1
pepID4931,2,1,1
polyID5_S37,2,2,1
pepID3667,2,1,1
pepID6280,2,2,1
pepID4867,1,0,1
pepID5863,2,2,1
pepID1588,2,1,1
polyID5_S19,2,2,1
pepID1387,2,0,1
pepID6116,2,2,1
pepID1478,1,0,1
pepID10089,2,2,1
pepID1039,2,0,1
pepID10428,2,2,1
polyID27_S20,1,1,1
pepID10920,2,2,1
pepID4675,1,1,1
polyID27_S22,1,1,1
pepID786,1,1,1
pepID4499,0,1,1
polyID14_S91,2,2,1
polyID6_S50,2,2,1
pepID4260,2,0,1
polyID12_S52,2,2,1
pepID7032,2,2,1
pepID4608,2,1,1
pepID767,1,2,1
pepID6471,2,2,1
pepID3508,1,0,1
pepID8207,2,2,1
pepID1102,2,1,1
pepID8516,2,2,1
polyID14_S66,2,2,1
polyID6_S52,2,2,1
pepID3333,2,2,1
pepID8633,2,2,1
pepID9443,2,2,1
pepID4893,1,0,1
pepID10802,2,2,1
pepID3980,2,1,1
pepID3683,2,1,1
pepID5159,2,2,1
polyID26_S9,2,2,1
pepID9892,2,2,1
pepID4760,2,0,1
pepID10268,2,2,1
pepID9412,2,2,1
pepID6050,2,2,1
pepID9848,2,2,1
pepID10861,2,2,1
pepID1533,2,0,1
pepID10034,2,2,1
pepID382,2,0,1
polyID12_S18,2,2,1
pepID9889,2,2,1
pepID9136,2,2,1
pepID9896,2,2,1
polyID6_S76,2,2,1
pepID1089,1,0,1
pepID9620,2,2,1
pepID4080,0,1,1
pepID7348,2,2,1
pepID7316,2,2,1
pepID5012,2,2,1
pepID2873,1,1,1
pepID4933,2,1,1
pepID7882,2,2,1
pepID10819,2,2,1
polyID13_S95,2,2,1
pepID1988,1,0,1
pepID5002,0,1,1
pepID4179,0,1,1
polyID5_S7,2,2,1
pepID1053,2,1,1
pepID4252,2,1,1
polyID35_S74,2,2,1
pepID10711,2,2,1
polyID6_S48,2,2,1
polyID12_S78,2,2,1
pepID2453,2,1,1
polyID35_S47,2,2,1
pepID9229,2,2,1
polyID2_S37,2,2,1
pepID6828,2,2,1
pepID6059,2,2,1
pepID7055,2,2,1
pepID5403,2,2,1
pepID8139,2,2,1
pepID3056,0,1,1
pepID3984,2,1,1
pepID2956,2,0,1
polyID26_S94,2,2,1
pepID502,1,0,1
polyID12_S77,2,2,1
pepID2433,1,0,1
polyID13_S96,2,2,1
polyID12_S51,2,2,1
pepID1618,1,0,1
polyID13_S48,2,2,1
pepID6291,2,2,1
pepID5265,2,2,1
polyID6_S78,2,2,1
pepID8088,2,2,1
pepID9552,2,2,1
pepID1626,1,0,1
pepID1480,1,1,1
polyID14_S87,2,2,1
pepID8368,2,2,1
pepID5867,2,2,1
pepID7514,2,2,1
pepID4111,0,0,1
pepID1574,1,0,1
pepID299,2,0,1
pepID4668,1,0,1
pepID9323,2,2,1
pepID9438,2,2,1
pepID7581,2,2,1
pepID6016,2,2,1
pepID1731,1,1,1
pepID2954,1,0,1
pepID1855,2,0,1
pepID3548,1,0,1
pepID7237,2,2,1
pepID8191,2,2,1
pepID6786,2,2,1
pepID2502,2,0,1
pepID5014,2,2,1
polyID6_S9,2,2,1
pepID9320,2,2,1
pepID8648,2,2,1
polyID5_S32,2,2,1
pepID5843,2,2,1
pepID2524,1,1,1
pepID8202,2,2,1
pepID3368,0,1,1
pepID9474,2,2,1
polyID5_S33,2,2,1
pepID6294,2,2,1
pepID3217,2,1,1
pepID6278,2,2,1
polyID35_S86,2,2,1
pepID4469,0,1,1
polyID26_S29,2,2,1
pepID6365,2,2,1
pepID1370,2,1,1
pepID1546,1,1,1
polyID12_S16,2,2,1
polyID5_S56,2,2,1
pepID8977,2,2,1
polyID26_S28,2,2,1
pepID8700,2,2,1
pepID1582,1,0,1
pepID22,1,1,1
pepID10337,2,2,1
pepID5154,2,2,1
pepID7726,2,2,1
pepID5820,2,2,1
pepID899,2,2,1
pepID10333,2,2,1
pepID7879,2,2,1
pepID2033,2,1,1
pepID2067,2,2,1
pepID9137,2,2,1
pepID8859,2,2,1
pepID4927,2,0,1
polyID26_S99,2,2,1
polyID2_S87,2,2,1
pepID8826,2,2,1
pepID10392,2,2,1
pepID1363,2,0,1
polyID35_S16,2,2,1
pepID7285,2,2,1
pepID6095,2,2,1
pepID3271,1,1,1
polyID6_S8,2,2,1
pepID10578,1,2,1
pepID5176,2,2,1
polyID26_S31,2,2,1
polyID2_S76,2,2,1
polyID14_S11,2,2,1
polyID27_S97,1,1,1
pepID7296,2,2,1
pepID3823,2,0,1
polyID26_S56,2,2,1
pepID7547,2,2,1
pepID7305,2,2,1
polyID35_S85,2,2,1
polyID35_S67,2,2,1
pepID9555,2,2,1
pepID1512,1,2,1
pepID5673,2,2,1
polyID26_S77,2,2,1
pepID6588,2,2,1
pepID375,2,0,1
pepID6421,2,2,1
pepID10213,2,2,1
pepID10385,2,2,1
pepID2776,2,0,1
pepID8373,2,2,1
pepID4094,2,0,1
pepID6607,2,2,1
pepID9184,2,2,1
pepID3843,2,0,1
pepID5300,2,2,1
polyID14_S40,2,2,1
pepID7803,2,2,1
pepID9504,2,2,1
pepID5195,2,2,1
polyID26_S59,2,2,1
pepID6995,2,2,1
pepID1524,1,1,1
pepID9065,2,2,1
pepID7112,2,2,1
polyID26_S52,2,2,1
polyID5_S84,2,2,1
polyID27_S23,1,1,1
pepID9715,2,2,1
polyID2_S97,2,2,1
pepID5960,2,2,1
pepID8476,2,2,1
pepID5183,2,2,1
pepID8257,2,2,1
pepID1922,1,1,1
pepID10038,2,2,1
pepID5519,2,2,1
pepID9176,2,2,1
polyID35_S31,2,2,1
pepID7219,2,2,1
pepID556,1,2,1
pepID8300,2,2,1
pepID5357,2,2,1
pepID2542,1,0,1
pepID157,1,0,1
pepID5104,2,1,1
pepID8956,2,2,1
pepID4031,0,1,1
pepID9076,2,2,1
pepID6817,2,2,1
pepID7869,2,2,1
pepID8093,2,2,1
pepID2353,2,1,1
pepID10523,2,2,1
pepID10259,1,2,1
pepID6619,2,2,1
pepID10170,0,2,1
polyID6_S34,2,2,1
pepID8862,2,2,1
pepID834,1,1,1
pepID6586,2,2,1
pepID5695,2,2,1
pepID6467,2,2,1
pepID2414,1,0,1
pepID169,2,0,1
pepID8844,2,2,1
polyID6_S35,2,2,1
polyID13_S26,2,2,1
polyID35_S80,2,2,1
pepID2717,2,2,1
pepID10104,2,2,1
pepID9946,2,2,1
pepID7658,2,2,1
pepID8712,2,2,1
pepID4495,0,1,1
pepID1462,1,1,1
pepID1007,1,1,1
pepID7449,2,2,1
polyID12_S41,2,2,1
pepID5516,2,2,1
pepID4146,2,1,1
polyID26_S70,2,2,1
pepID3706,2,1,1
polyID27_S87,1,1,1
pepID9582,2,2,1
pepID2477,1,0,1
polyID26_S78,2,2,1
pepID10707,2,2,1
polyID5_S28,2,2,1
pepID5003,1,1,1
pepID1259,1,1,1
pepID4279,2,0,1
pepID226,1,0,1
pepID9135,2,2,1
pepID5513,2,2,1
pepID7904,2,2,1
pepID5189,1,2,1
pepID8318,2,2,1
pepID8547,2,2,1
polyID26_S67,2,2,1
pepID2837,2,1,1
polyID27_S80,1,1,1
pepID1818,2,0,1
pepID9727,2,2,1
pepID6096,2,2,1
pepID6689,2,2,1
pepID7605,2,2,1
pepID4822,0,0,1
pepID7467,2,2,1
pepID2727,1,1,1
pepID4891,0,0,1
polyID6_S32,2,2,1
pepID5559,2,2,1
pepID6091,2,2,1
pepID9196,2,2,1
polyID5_S13,2,2,1
pepID7220,2,2,1
polyID12_S56,2,2,1
polyID13_S31,2,2,1
pepID2372,2,1,1
pepID6927,2,2,1
pepID1753,1,1,1
pepID4750,2,2,1
polyID14_S21,2,2,1
pepID10451,2,2,1
pepID4088,0,0,1
pepID1177,1,1,1
pepID1077,1,0,1
pepID7300,2,2,1
polyID12_S7,2,2,1
pepID863,1,1,1
pepID1131,2,1,1
pepID6097,2,2,1
pepID1572,1,0,1
pepID278,2,1,1
polyID5_S79,2,2,1
pepID1650,1,0,1
pepID7759,2,2,1
pepID5319,2,2,1
pepID338,2,2,1
pepID9759,2,2,1
pepID3750,1,0,1
pepID4920,2,1,1
pepID967,2,1,1
pepID8363,1,2,1
polyID2_S52,2,2,1
pepID10697,2,2,1
polyID35_S62,2,2,1
pepID6823,2,2,1
polyID5_S92,2,2,1
pepID434,1,2,1
polyID26_S45,2,2,1
pepID10117,2,2,1
polyID13_S72,2,2,1
pepID10430,2,2,1
pepID8385,2,2,1
pepID1010,1,2,1
pepID8583,2,2,1
polyID14_S94,2,2,1
pepID10965,2,2,1
pepID1694,1,0,1
pepID10338,2,2,1
pepID1366,1,1,1
pepID9621,2,2,1
pepID10876,2,2,1
pepID4217,0,2,1
pepID8448,2,2,1
pepID673,1,0,1
pepID2471,1,2,1
pepID7826,2,2,1
pepID4182,0,2,1
pepID2029,1,0,1
pepID4938,2,1,1
pepID8496,2,2,1
pepID4827,1,2,1
pepID6010,2,2,1
pepID19,2,1,1
pepID5142,2,2,1
pepID6405,2,2,1
pepID9103,2,2,1
pepID1293,2,0,1
pepID5399,2,2,1
pepID8685,2,2,1
pepID10146,2,2,1
pepID1208,1,1,1
pepID7543,2,2,1
pepID4727,2,1,1
pepID7802,2,2,1
pepID7278,2,2,1
pepID991,2,0,1
pepID6244,2,2,1
pepID5312,2,2,1
pepID2189,2,1,1
pepID2960,0,0,1
pepID2986,2,1,1
pepID5449,2,2,1
polyID6_S96,2,2,1
pepID5825,2,2,1
pepID1081,1,1,1
pepID6168,2,2,1
pepID5907,2,2,1
polyID14_S26,2,2,1
polyID35_S29,2,2,1
pepID4809,2,0,1
pepID864,1,1,1
pepID803,1,0,1
polyID13_S77,2,2,1
pepID622,1,2,1
polyID2_S78,2,2,1
pepID3561,1,0,1
pepID9200,2,2,1
pepID5103,2,2,1
pepID5574,2,2,1
polyID5_S51,2,2,1
polyID27_S40,1,1,1
pepID1746,1,1,1
pepID4046,0,0,1
polyID26_S26,2,2,1
pepID3793,2,0,1
pepID6145,2,2,1
pepID4520,1,2,1
pepID10076,2,2,1
pepID9349,2,2,1
pepID9893,2,2,1
pepID5219,2,2,1
polyID14_S59,2,2,1
pepID8361,2,2,1
pepID5038,1,1,1
pepID2509,1,0,1
pepID1531,2,1,1
pepID2802,2,1,1
pepID5078,2,1,1
pepID2931,0,0,1
pepID3757,2,0,1
pepID3424,0,0,1
pepID1857,2,0,1
pepID540,1,0,1
pepID3128,0,0,1
pepID7995,2,2,1
polyID27_S69,1,1,1
pepID7157,2,2,1
pepID8919,2,2,1
pepID722,1,0,1
pepID5114,1,1,1
pepID608,1,0,1
pepID6790,2,2,1
pepID3202,1,1,1
pepID3132,1,0,1
pepID2923,2,1,1
pepID9519,2,2,1
pepID5058,1,1,1
pepID9193,2,2,1
polyID6_S100,2,2,1
pepID6329,2,2,1
pepID6072,2,2,1
polyID14_S25,2,2,1
pepID3375,0,0,1
pepID1196,2,1,1
polyID6_S57,2,2,1
pepID4844,2,2,1
pepID5486,0,2,1
pepID7786,2,2,1
pepID9273,2,2,1
pepID10426,2,2,1
polyID2_S20,2,2,1
pepID6161,2,2,1
pepID1628,1,1,1
pepID95,1,2,1
pepID10878,2,2,1
polyID14_S36,2,2,1
pepID6773,2,2,1
pepID10584,2,2,1
pepID8412,2,2,1
pepID184,0,0,1
pepID7015,2,2,1
pepID10271,2,2,1
pepID3092,0,0,1
polyID27_S28,1,1,1
pepID9923,2,2,1
pepID10035,2,2,1
polyID27_S46,1,1,1
pepID8379,2,2,1
pepID6909,2,2,1
polyID27_S57,1,1,1
pepID1897,2,1,1
pepID650,1,0,1
polyID26_S64,2,2,1
pepID6609,2,2,1
polyID26_S27,2,2,1
polyID35_S35,2,2,1
pepID9878,2,2,1
pepID3457,0,1,1
pepID9386,2,2,1
pepID4830,1,1,1
pepID4794,1,0,1
pepID1930,2,1,1
pepID8642,2,2,1
polyID14_S41,2,2,1
pepID6657,2,2,1
pepID9220,1,2,1
polyID6_S55,2,2,1
pepID1986,1,0,1
pepID8349,2,2,1
pepID2295,2,1,1
pepID10124,2,2,1
polyID12_S53,2,2,1
pepID969,2,0,1
polyID35_S7,2,2,1
pepID9807,2,2,1
pepID11000,1,2,1
pepID504,1,1,1
pepID5551,2,2,1
pepID10813,2,2,1
polyID26_S8,2,2,1
polyID14_S6,2,2,1
pepID4020,0,1,1
pepID6052,2,2,1
pepID10542,2,2,1
pepID1813,2,1,1
pepID4905,0,1,1
polyID12_S93,2,2,1
pepID4921,2,1,1
polyID6_S11,2,2,1
polyID6_S72,2,2,1
pepID5368,2,2,1
pepID4496,2,2,1
pepID2570,1,0,1
polyID12_S75,2,2,1
polyID27_S62,1,1,1
pepID10828,2,2,1
pepID8601,2,2,1
polyID14_S84,2,2,1
pepID5230,2,2,1
polyID35_S25,2,2,1
pepID1218,2,0,1
pepID7215,2,2,1
pepID7338,2,2,1
pepID3560,1,1,1
pepID7809,2,2,1
polyID12_S8,2,2,1
pepID9394,2,2,1
pepID2458,2,0,1
pepID6409,2,2,1
pepID405,2,1,1
pepID8276,2,2,1
pepID1802,0,1,1
pepID246,0,0,1
pepID2746,1,0,1
pepID7065,2,2,1
pepID10125,2,2,1
pepID3937,2,0,1
pepID103,2,0,1
pepID53,0,1,1
pepID4555,2,0,1
pepID8825,2,2,1
pepID988,1,0,1
pepID1096,1,0,1
polyID6_S22,2,2,1
polyID35_S96,2,2,1
pepID1106,1,0,1
pepID10956,2,2,1
pepID7666,2,2,1
pepID6801,2,2,1
pepID940,1,2,1
pepID10373,2,2,1
pepID344,2,0,1
pepID4331,0,0,1
polyID14_S35,2,2,1
pepID275,2,1,1
polyID26_S50,2,2,1
pepID5146,2,2,1
pepID10188,2,2,1
pepID3691,2,1,1
polyID12_S5,2,2,1
pepID1200,1,1,1
pepID3904,1,2,1
polyID6_S39,2,2,1
pepID8821,2,2,1
pepID5901,2,2,1
pepID10246,2,2,1
pepID616,1,1,1
pepID9924,2,2,1
pepID1558,1,0,1
pepID4097,2,1,1
pepID10592,2,2,1
pepID2011,2,1,1
pepID7377,2,2,1
pepID8183,2,2,1
pepID6385,2,2,1
pepID10504,2,2,1
pepID9673,2,2,1
pepID6676,2,2,1
pepID10094,2,2,1
pepID5502,2,2,1
polyID12_S36,2,2,1
pepID10085,2,2,1
polyID5_S72,2,2,1
pepID3503,1,2,1
pepID9528,2,2,1
pepID6239,2,2,1
pepID10644,2,2,1
pepID6880,2,2,1
pepID4969,0,0,1
polyID2_S73,2,2,1
pepID4642,2,1,1
pepID10781,2,2,1
pepID9395,2,2,1
pepID7443,2,2,1
pepID2328,1,1,1
pepID3574,1,1,1
pepID3884,2,0,1
pepID8314,2,2,1
pepID4747,2,1,1
pepID5601,2,2,1
pepID6235,2,2,1
pepID2629,2,2,1
polyID14_S74,2,2,1
pepID10002,2,2,1
pepID2136,1,1,1
pepID9729,2,2,1
pepID8319,2,2,1
pepID4285,0,0,1
pepID5887,2,2,1
pepID8801,2,2,1
pepID8352,2,2,1
polyID12_S17,2,2,1
pepID1169,1,0,1
polyID13_S82,2,2,1
pepID3943,2,2,1
pepID1856,2,0,1
pepID10141,2,2,1
polyID6_S25,2,2,1
pepID10846,2,2,1
pepID139,0,0,1
polyID12_S13,2,2,1
pepID4081,0,0,1
polyID2_S71,2,2,1
polyID12_S11,2,2,1
pepID5448,2,2,1
pepID10019,2,2,1
